author,author_id,comment
rita,rita_prmt,yg bentrok aparat dan rakyat. pejabatnya ongkang2 kaki sambil nonton.. anj mmg
AthaBs,athaanomali08,bro колтоІ KORUPTOR ресан😹
la estrella,taaaaaaaaaaaaaaaaa28,"demo di pelabuhan atau bandara, bikin transportasi antar negara terganggu biar rugi, ntar juga di dengerr"
dingin cok,dingin.cok1,kepental jiiir😭😭
Gonteng Sarungan,fuadfadli234,woy pak polisi itu fasilitas semua dari rakyat.
alfamidi89,alfamidi89,"pindah ke bandara internasional aja, pasti ada yg bakal turun tu pjabatnya"
Naura,naura13mei,gimana sih mlh d siram
landakdihati,fanmartinedwarspark,demo nya ke Bekasi dong gw mau libur ini
kepiting 🦀,aunty.emull,"lagi2 kasian korban yang tetep rakyat, polisi, buruh kita sama2 rakyat 😌"
Jakatarub,jakatarub3918,hanya polisi yg dongo yg bela DPR
MR. BIG,qazplmghvb,DPR nyabpada kemana?
꧁•⊹ 🄷🄰🅂🄰🄽 🄱🄰🅂🅁🄸⊹•꧂,88ppahthazah,apakah ini pelanggaran HAM ??? kmn kah org2 yg sering menyuarakan tentang ham ham dan ham
nur,nursamiyah5,Allahu Akbar saya pun tak tau apa yg terjadi sebenarnya ya Allah tunjukkan lah.. kebesaran mu...apakah ini yg di sebut dunia Ahir zaman...
leha,leha9691,pulisi ga puya adap
FUN'DAY,ardika110714,🔥🔥🔥
Lidiya Anggraeni,lidiya.anggraeni,Astagfirallah....Indonesia ku😭😭😭
yantichuby,warungyanti2,setuju
by. mama gavi,mamagavi7,kata emak gua demo kali ini besar banget kaya tahun 1998 kalo ga salah di mana itu krismon indonesia
Sam Siputra Mahkota,samsiputrareso,tangkap anis klo mau negara indonesia aman daman dan sejahtera👍
TUAN MUDA 27,aldibaran027,"lihat tuh semua nya sesama saudara saling perang, itu krn kita salah memilih"
RUMI chan,rumichan322,pdhal tinggal temuin terus dialog.. udah
MUHAI_MIN HURA HURA,muhaimin_hura_hura,perang saudara
MRJK 🐜,the.1922,bubarkan dpr
@fzasv,fzasv0,demo sampai wakil mendengarkan
annyun🥑,ayunwahyuni04,"kalian hebat,plis jaga kesehatan kalian hati hati ,takut banget ada korban yg di lindas lagi 🥹"
Bu Adel Azriel,bu.adel.azriel,ingat pak polisi yng sedang kau hadapi itu bos asli mu rakyat...kau di gaji oleh uang pajak pajak dri rakyat ..bos sesungguh ny di indonesia adalah rakyat pahami itu oknum polisi 😏
dede,ides128,kek perang saudara ulah pemimpin yang serakah atas kebijakan nya
Mmh mochi⚘️🌼,mamahmochi2,ayoo atuhh turunkan mobil tank sedot wc
Rama d11,maz_dhan11,"sama rakyat sendiri ganas 😂
sama Malaysia lemas🗿"
Jakatarub,jakatarub3918,hanya polisi yg dongo yg bela DPR
MR. BIG,qazplmghvb,DPR nyabpada kemana?
꧁•⊹ 🄷🄰🅂🄰🄽 🄱🄰🅂🅁🄸⊹•꧂,88ppahthazah,apakah ini pelanggaran HAM ??? kmn kah org2 yg sering menyuarakan tentang ham ham dan ham
nur,nursamiyah5,Allahu Akbar saya pun tak tau apa yg terjadi sebenarnya ya Allah tunjukkan lah.. kebesaran mu...apakah ini yg di sebut dunia Ahir zaman...
leha,leha9691,pulisi ga puya adap
FUN'DAY,ardika110714,🔥🔥🔥
Lidiya Anggraeni,lidiya.anggraeni,Astagfirallah....Indonesia ku😭😭😭
yantichuby,warungyanti2,setuju
by. mama gavi,mamagavi7,kata emak gua demo kali ini besar banget kaya tahun 1998 kalo ga salah di mana itu krismon indonesia
Sam Siputra Mahkota,samsiputrareso,tangkap anis klo mau negara indonesia aman daman dan sejahtera👍
TUAN MUDA 27,aldibaran027,"lihat tuh semua nya sesama saudara saling perang, itu krn kita salah memilih"
RUMI chan,rumichan322,pdhal tinggal temuin terus dialog.. udah
MUHAI_MIN HURA HURA,muhaimin_hura_hura,perang saudara
MRJK 🐜,the.1922,bubarkan dpr
@fzasv,fzasv0,demo sampai wakil mendengarkan
annyun🥑,ayunwahyuni04,"kalian hebat,plis jaga kesehatan kalian hati hati ,takut banget ada korban yg di lindas lagi 🥹"
Bu Adel Azriel,bu.adel.azriel,ingat pak polisi yng sedang kau hadapi itu bos asli mu rakyat...kau di gaji oleh uang pajak pajak dri rakyat ..bos sesungguh ny di indonesia adalah rakyat pahami itu oknum polisi 😏
dede,ides128,kek perang saudara ulah pemimpin yang serakah atas kebijakan nya
Mmh mochi⚘️🌼,mamahmochi2,ayoo atuhh turunkan mobil tank sedot wc
Rama d11,maz_dhan11,"sama rakyat sendiri ganas 😂
sama Malaysia lemas🗿"
sanistyle,mami.el6,padahal gak ada DPR nya itu loh
DheviAprilianty,dheviaprilianty,"@.: @kamilaaa:@Tralala: guys, tdi gw liat salah satu komen yg sangat masuk akal. Dimana kita jangan lagi demo di depan gedung DPR MPR, melainkan demo di Bandara Internasional, atau pusat2 ekonomi internasional.
Yang mana jika ada demo di tmpt tersebut, logistik dan perjalanan internasional otomatis akan terganggu, alhasil banyak pihak luar yang mendorong untuk pemerintah kita bekerja cepat untuk mendamaikan demo dan menyetujui perihal2 yg di bawa di demo tsb. Mungkin ini menjadi inovasi baru untuk memaksa pemerintah segera lakukan apa yang masyarakat tuntut😌"
Fahmi alda,3510fahmi,"walaupun mati²an kalian demo tetap gakda hasilnya,,🤣🤣🤣"
Tiramisu,kania.com21,knp perang nya jdi SMA anggota si
@Henri,ultramen903,siapa yg menjadi penyebab ni??
St. Palimo B,palimob,"Ganti Slogan, gak cocok MENGAYOMI MASYARAKAT, Jauh jauh.."
Marysha Soraya Abdul,marypop88,rasanya baru sambut kemerdekaan yg ke 80thn.. smeoga Allah swt membela rakyat
Tathahiro,tathahiro,DPR sembunyi di ketiak polisi
Mbak Sant,mbak.sant,Ya allah Lindungilah kau yang lagi Demo ..smoga kejadian ini di lihat langsung sm bpk prabowo..Hentikan pokoknya tahun depan wes gak bayar pajak gk usah pilih DPR...
𝙍𝙤𝙬𝙞𝙚,mbak.rowie,yang bayar pajak lo ini dianiyaya
salwaa,salwaa8788,😭😭
JxSonicMC,johan.x.sonic,kami manusia bukan tanaman
Annie18,annie18054,
wonk semeru,wonksemeru87,@❤️‍🔥ONTOSENO73❤️‍🔥 @IRVAN BACHDIM @🇲🇨@gito semeru farm🇲🇨 @Barokah Pasir
hooponopono,hooponopo0,kalian mati matian bela DPR jumblah 580 untuk melawan seindonesia tanda polisi buatan DPR pantes cara kerja nya sama soal duit sapu
rai gedhek,omyak1233,ingat.....negara banyak utang gak bakalan maju...raktat sengsara di peras....ingat
Annie18,annie18054,
fauzan,fauzan5112,DEMO LAWAN PENJAJhan
Inisial M,kumihaze,polisi mah make senjata coba pendemo eweh nu make senjata Fair dong
sanistyle,mami.el6,padahal gak ada DPR nya itu loh
DheviAprilianty,dheviaprilianty,"@.: @kamilaaa:@Tralala: guys, tdi gw liat salah satu komen yg sangat masuk akal. Dimana kita jangan lagi demo di depan gedung DPR MPR, melainkan demo di Bandara Internasional, atau pusat2 ekonomi internasional.
Yang mana jika ada demo di tmpt tersebut, logistik dan perjalanan internasional otomatis akan terganggu, alhasil banyak pihak luar yang mendorong untuk pemerintah kita bekerja cepat untuk mendamaikan demo dan menyetujui perihal2 yg di bawa di demo tsb. Mungkin ini menjadi inovasi baru untuk memaksa pemerintah segera lakukan apa yang masyarakat tuntut😌"
Fahmi alda,3510fahmi,"walaupun mati²an kalian demo tetap gakda hasilnya,,🤣🤣🤣"
Tiramisu,kania.com21,knp perang nya jdi SMA anggota si
@Henri,ultramen903,siapa yg menjadi penyebab ni??
St. Palimo B,palimob,"Ganti Slogan, gak cocok MENGAYOMI MASYARAKAT, Jauh jauh.."
Marysha Soraya Abdul,marypop88,rasanya baru sambut kemerdekaan yg ke 80thn.. smeoga Allah swt membela rakyat
Tathahiro,tathahiro,DPR sembunyi di ketiak polisi
Mbak Sant,mbak.sant,Ya allah Lindungilah kau yang lagi Demo ..smoga kejadian ini di lihat langsung sm bpk prabowo..Hentikan pokoknya tahun depan wes gak bayar pajak gk usah pilih DPR...
𝙍𝙤𝙬𝙞𝙚,mbak.rowie,yang bayar pajak lo ini dianiyaya
salwaa,salwaa8788,😭😭
JxSonicMC,johan.x.sonic,kami manusia bukan tanaman
Annie18,annie18054,
wonk semeru,wonksemeru87,@❤️‍🔥ONTOSENO73❤️‍🔥 @IRVAN BACHDIM @🇲🇨@gito semeru farm🇲🇨 @Barokah Pasir
hooponopono,hooponopo0,kalian mati matian bela DPR jumblah 580 untuk melawan seindonesia tanda polisi buatan DPR pantes cara kerja nya sama soal duit sapu
rai gedhek,omyak1233,ingat.....negara banyak utang gak bakalan maju...raktat sengsara di peras....ingat
Annie18,annie18054,
fauzan,fauzan5112,DEMO LAWAN PENJAJhan
Inisial M,kumihaze,polisi mah make senjata coba pendemo eweh nu make senjata Fair dong
user8737584380184,user8737584380184,"mbokya jngan gtu pak pol,,,, gajimu dr pajam rakyat lhoo ... elinggg"
AbcDe,devapramitakarini,semoga ga ada korban lagi ya allah
"hai,ini ayy🍦",vitawulandari14,datengin aja rumah pribadi dpr nya
anisa anis,anisaanis1684,innalillahiwainnailaihirojiiuun..🥺
epi sagita,trwabp,presiden turun turun turun donk liat rakyatmu ..apa susah nya lngsung beri keputusan bubarkan saja DPR .
SALMAN,bangtatto76,Cie” aparat lawan pendemo pake perlengkapan lengkap kalau pendemo yang pake senjata dan anarkis di tangkap 😂lucunya
dira,diraku25,"dari smua pemerintah kenapa nama Gibran tetap harum, ga ada buzzer yang bawa nama dia jadi curiga aku"
basuput,mbok1n3m,ya allah...🥺🥺 lawan kalian pakai senjata kawan ..berhati² lah saat pemperjuangkan hak kalian juga hak rakyat ..smoga kalian sehat sellau dlm lindungan allah swt ..amin
Siti,deaandhe,Ya allah selamatkan mereka🥺smoga slalu dalam lindungan allah swt..
Tuan_muda_07,imade_arjun,
haziqman8,haziqman8,"asal korupsinya dari kalian yg demo juga,,,di bagi sembako UTK milih dpr ko bilang si polan ni ok ,terakhir ko jadi mangsa"
𝘼𝘾𝙀,dr.bisyx,𝙥𝙖𝙠𝙚 𝙞𝙣𝙞
Gemini♊️777,nurfarihah1111,sedih ya
ROYBATAVIA,bangmamat6702,ya Allah
dokter gigi pakai hati,estherrbs1122,yah kenapa gak dikasih masuk dan dialog aja pak itu kan rumah rakyat
Jesus appa.  Jesus is god,yeshua.21110,"this end time ⏲️Jesus all ready says in the holy Bible Matthew 24;6,7,8 Jesus coming soon ⏲️turn to Jesus christ ⏲️judgment day near 🙏"
firman huda,firmanhuda120,"ya Alloh sedih lihatnya anak""yg masih di tunggu pulang PD begini,pulang ibu bapakmu menunggu"
Andi Sutrisno,andi.sutrisno66,kami mensupport perjuangan kalian...
blakmamba_,blakmamba_072,serius itu gada yang bawa sedot WC
ﾑﾚﾉﾘ•|| Aliy,liyy379,senjatanya keluwar
user8737584380184,user8737584380184,"mbokya jngan gtu pak pol,,,, gajimu dr pajam rakyat lhoo ... elinggg"
AbcDe,devapramitakarini,semoga ga ada korban lagi ya allah
"hai,ini ayy🍦",vitawulandari14,datengin aja rumah pribadi dpr nya
anisa anis,anisaanis1684,innalillahiwainnailaihirojiiuun..🥺
epi sagita,trwabp,presiden turun turun turun donk liat rakyatmu ..apa susah nya lngsung beri keputusan bubarkan saja DPR .
SALMAN,bangtatto76,Cie” aparat lawan pendemo pake perlengkapan lengkap kalau pendemo yang pake senjata dan anarkis di tangkap 😂lucunya
dira,diraku25,"dari smua pemerintah kenapa nama Gibran tetap harum, ga ada buzzer yang bawa nama dia jadi curiga aku"
basuput,mbok1n3m,ya allah...🥺🥺 lawan kalian pakai senjata kawan ..berhati² lah saat pemperjuangkan hak kalian juga hak rakyat ..smoga kalian sehat sellau dlm lindungan allah swt ..amin
Siti,deaandhe,Ya allah selamatkan mereka🥺smoga slalu dalam lindungan allah swt..
Tuan_muda_07,imade_arjun,
haziqman8,haziqman8,"asal korupsinya dari kalian yg demo juga,,,di bagi sembako UTK milih dpr ko bilang si polan ni ok ,terakhir ko jadi mangsa"
𝘼𝘾𝙀,dr.bisyx,𝙥𝙖𝙠𝙚 𝙞𝙣𝙞
Gemini♊️777,nurfarihah1111,sedih ya
ROYBATAVIA,bangmamat6702,ya Allah
dokter gigi pakai hati,estherrbs1122,yah kenapa gak dikasih masuk dan dialog aja pak itu kan rumah rakyat
Jesus appa.  Jesus is god,yeshua.21110,"this end time ⏲️Jesus all ready says in the holy Bible Matthew 24;6,7,8 Jesus coming soon ⏲️turn to Jesus christ ⏲️judgment day near 🙏"
firman huda,firmanhuda120,"ya Alloh sedih lihatnya anak""yg masih di tunggu pulang PD begini,pulang ibu bapakmu menunggu"
Andi Sutrisno,andi.sutrisno66,kami mensupport perjuangan kalian...
blakmamba_,blakmamba_072,serius itu gada yang bawa sedot WC
ﾑﾚﾉﾘ•|| Aliy,liyy379,senjatanya keluwar
.,oppo6104kkkkkk,"se77 banget,"
🌻Nur'aeni🌻,nuraeni4610,😂😂😂
Ana tjan,anatjan5,"artis sekarang banyak yang menjadi DPR. karena gajinya besar, enak"
wudiiiii5,wudiiiii5,"@zenobia: @ikaaa: @🧠:guys, tdi gw liat salah satu komen yg sangat masuk akal. Dimana kita jangan lagi demo di depan gedung DPR MPR, melainkan demo di Bandara Internasional, atau pusat2 ekonomi internasional.
Yang mana jika ada demo di tmpt tersebut, logistik dan perjalanan internasional otomatis akan terganggu, alhasil banyak pihak luar yang mendorong untuk pemerintah kita bekerja cepat untuk mendamaikan demo dan menyetujui perihal2 yg di bawa di demo tsb. Mungkin ini menjadi inovasi baru untuk memaksa pemerintah segera lakukan apa yang masyarakat tuntut😌"
launan,geonaantrista,
acuy tea,adzkiananang,mobil sedot WC pasti mundur🤣🤣🤣
®️,r.widiarti8,dari sekian lama baru x ini demo besar2an lg..😌
"""‘Ana ghanīyah""",.ana_ghaniun,permudahkan ya
prtm,prtmmstupd,"PLSS BACA GUYS DAN UP GUYSS!!!!
guys, tdi gw liat salah satu komen yg sangat masuk akal. Dimana kita jangan lagi demo di depan gedung DPR MPR, melainkan demo di Bandara Internasional, atau pusat2 ekonomi internasional.
Yang mana jika ada demo di tmpt tersebut, logistik dan perjalanan internasional otomatis akan terganggu, alhasil banyak pihak luar yang mendorong untuk pemerintah kita bekerja cepat untuk mendamaikan demo dan menyetujui perihal2 yg di bawa di demo tsb. Mungkin ini menjadi inovasi baru untuk memaksa pemerintah segera lakukan apa yang masyarakat tuntut😌"
user2311607980,user2311607980,yaallah 😭😭😭
",🌺Ochamaricha 🏵️",felfillanlin,aparat yg bikin ricuhhh
Foamy Juice,foamy.juice,
Tila Permana,usertitahpermana,kekuatan negara hanya ada pada rakyat sejati...yang berani menjaga demokrasi dari pemerintahan otoriter dan oligarki
ᴍᴀʜᴀ ʀɪɴᴅᴏᴇ,luvhmadu2912,Yukkk stop bayar pajakkkk…bisa apa mereka tanpa kita bayar pajak
DeniaKhan,denia_khan,mnaaa pak probowi ni.. mn jnji mu pak.. nyesal milih bpk
fr,masfr116,
fr,masfr116,
Bayyu Refansyah,bayyurefansyah,
𝓙𝓲𝓷𝓰𝓰𝓪🌹,myname_jingga,Pol*si kayak lg ngelawan penjajah aja
.,oppo6104kkkkkk,"se77 banget,"
🌻Nur'aeni🌻,nuraeni4610,😂😂😂
Ana tjan,anatjan5,"artis sekarang banyak yang menjadi DPR. karena gajinya besar, enak"
wudiiiii5,wudiiiii5,"@zenobia: @ikaaa: @🧠:guys, tdi gw liat salah satu komen yg sangat masuk akal. Dimana kita jangan lagi demo di depan gedung DPR MPR, melainkan demo di Bandara Internasional, atau pusat2 ekonomi internasional.
Yang mana jika ada demo di tmpt tersebut, logistik dan perjalanan internasional otomatis akan terganggu, alhasil banyak pihak luar yang mendorong untuk pemerintah kita bekerja cepat untuk mendamaikan demo dan menyetujui perihal2 yg di bawa di demo tsb. Mungkin ini menjadi inovasi baru untuk memaksa pemerintah segera lakukan apa yang masyarakat tuntut😌"
launan,geonaantrista,
acuy tea,adzkiananang,mobil sedot WC pasti mundur🤣🤣🤣
®️,r.widiarti8,dari sekian lama baru x ini demo besar2an lg..😌
"""‘Ana ghanīyah""",.ana_ghaniun,permudahkan ya
prtm,prtmmstupd,"PLSS BACA GUYS DAN UP GUYSS!!!!
guys, tdi gw liat salah satu komen yg sangat masuk akal. Dimana kita jangan lagi demo di depan gedung DPR MPR, melainkan demo di Bandara Internasional, atau pusat2 ekonomi internasional.
Yang mana jika ada demo di tmpt tersebut, logistik dan perjalanan internasional otomatis akan terganggu, alhasil banyak pihak luar yang mendorong untuk pemerintah kita bekerja cepat untuk mendamaikan demo dan menyetujui perihal2 yg di bawa di demo tsb. Mungkin ini menjadi inovasi baru untuk memaksa pemerintah segera lakukan apa yang masyarakat tuntut😌"
user2311607980,user2311607980,yaallah 😭😭😭
",🌺Ochamaricha 🏵️",felfillanlin,aparat yg bikin ricuhhh
Foamy Juice,foamy.juice,
Tila Permana,usertitahpermana,kekuatan negara hanya ada pada rakyat sejati...yang berani menjaga demokrasi dari pemerintahan otoriter dan oligarki
ᴍᴀʜᴀ ʀɪɴᴅᴏᴇ,luvhmadu2912,Yukkk stop bayar pajakkkk…bisa apa mereka tanpa kita bayar pajak
DeniaKhan,denia_khan,mnaaa pak probowi ni.. mn jnji mu pak.. nyesal milih bpk
fr,masfr116,
fr,masfr116,
Bayyu Refansyah,bayyurefansyah,
𝓙𝓲𝓷𝓰𝓰𝓪🌹,myname_jingga,Pol*si kayak lg ngelawan penjajah aja
rani,rani76893,wahai bapak Prabowo jika Masi normal penglihatanmu n pendengaranmu seharusnya segera mengambil keputusan jangan hanya diam pura2 buta n tuli 😏
arkann,rani.nuraeni362,😳😳😳
arkann,rani.nuraeni362,😂😂😂
setia,dianadian561,kemana see mobil pembawa tai
━Lieèa,_liea.a,parah
𝕌𝕃𝕋ℝ𝔸𝕄𝔼ℕ𝕂𝔼𝕋𝕆𝕋,skynitez,
vivosk441,anahhdewi,ini namanya jadi perang saudara. semoga cpt membaik negeriku..
𝕌𝕃𝕋ℝ𝔸𝕄𝔼ℕ𝕂𝔼𝕋𝕆𝕋,skynitez,BANGLADESH
Ponimah Joko,ponimah.joko,itu brimop mau nertipin apa mau perang
𝘣𝘶𝘯𝘥𝘢 𝘣𝘪𝘭𝘲𝘪𝘴𝘵,bundabilqist4,stop udh ya jangn korbanin diri kalian cukup 1 nyawa yg jadi korbannya jngn ada lagi nanti ingat pas pemilu gak usah coblos
Tulus,tulus__5,Konoha is another level
sani zaki,saniyzaki,udah kaya tentara Israel ini
euis desi,euisbibikgratos,😭😭😭😭😭🇮🇩😭😭😭😭😭
watiwati4393,watiwati4393,tidak boleh kah si polisi ini berdiri tertib KLO masa lagi demo 😏
hagemaru,haikal_9905,bole tahu demo utk ap ?
Jioko Witay,jiokowitay,JAYALAH BRIMOB
Tuan Hanzo,kawulo.alit26,TOLONG DI UP GAAAEESS 🔥🔥🔥
DIEN.AYI AYI,carijodoh041,ini lah kebiadapan polisih
thv,manik2000_,DPR buta apa ya
Andrealita01,andrealita01,"ya Allah nangis liat vt ini lewat.
semoga Allah SWT selalu melindungi kita semua yg ingin membuat Indonesia terpecah belah .
aamiin yarabalalamin 🥺🥺🥺"
rani,rani76893,wahai bapak Prabowo jika Masi normal penglihatanmu n pendengaranmu seharusnya segera mengambil keputusan jangan hanya diam pura2 buta n tuli 😏
arkann,rani.nuraeni362,😳😳😳
arkann,rani.nuraeni362,😂😂😂
setia,dianadian561,kemana see mobil pembawa tai
━Lieèa,_liea.a,parah
𝕌𝕃𝕋ℝ𝔸𝕄𝔼ℕ𝕂𝔼𝕋𝕆𝕋,skynitez,
vivosk441,anahhdewi,ini namanya jadi perang saudara. semoga cpt membaik negeriku..
𝕌𝕃𝕋ℝ𝔸𝕄𝔼ℕ𝕂𝔼𝕋𝕆𝕋,skynitez,BANGLADESH
Ponimah Joko,ponimah.joko,itu brimop mau nertipin apa mau perang
𝘣𝘶𝘯𝘥𝘢 𝘣𝘪𝘭𝘲𝘪𝘴𝘵,bundabilqist4,stop udh ya jangn korbanin diri kalian cukup 1 nyawa yg jadi korbannya jngn ada lagi nanti ingat pas pemilu gak usah coblos
Tulus,tulus__5,Konoha is another level
sani zaki,saniyzaki,udah kaya tentara Israel ini
euis desi,euisbibikgratos,😭😭😭😭😭🇮🇩😭😭😭😭😭
watiwati4393,watiwati4393,tidak boleh kah si polisi ini berdiri tertib KLO masa lagi demo 😏
hagemaru,haikal_9905,bole tahu demo utk ap ?
Jioko Witay,jiokowitay,JAYALAH BRIMOB
Tuan Hanzo,kawulo.alit26,TOLONG DI UP GAAAEESS 🔥🔥🔥
DIEN.AYI AYI,carijodoh041,ini lah kebiadapan polisih
thv,manik2000_,DPR buta apa ya
Andrealita01,andrealita01,"ya Allah nangis liat vt ini lewat.
semoga Allah SWT selalu melindungi kita semua yg ingin membuat Indonesia terpecah belah .
aamiin yarabalalamin 🥺🥺🥺"
Henrican Purba Purba,henrican.purba.pu,yang tidak sensitif dgn keadaan rakyat sekarang beginilah...
Rahman moell♉,rahmanmoell,masih belum kapok pdhl berita sudah mendunia bahkan dari PBB pun sudh tau
MIKHAILA CELSEA AZAHRA,sandrina945,Apa yg kalian cari?
purple5.0,purple5.0,itu gas air mata?
meikang7,meikang7,Terima kasih sudah mewakilkan kami para pendemo stay safe 😭
Restusafitri123,rifqi.aziz.syaput,"🥺🥺sakit bngt liat nya, di jajah SM Negera sendri 🥺"
strawberryjam,greentea3320,itu air sma gas air mata belinya dr uang kita bro..
kay,kaytod3,"guys, tdi gw liat salah satu komen yg sangat masuk akal. Dimana kita jangan lagi demo di depan gedung DPR MPR, melainkan demo di Bandara Internasional, atau pusat2 ekonomi internasional.
Yang mana jika ada demo di tmpt tersebut, logistik dan perjalanan internasional otomatis akan terganggu, alhasil banyak pihak luar yang mendorong untuk pemerintah kita bekerja cepat untuk mendamaikan demo dan menyetujui perihal2 yg di bawa di demo tsb. Mungkin ini menjadi inovasi baru untuk memaksa pemerintah segera lakukan apa yang masyarakat tuntut😌"
🥰🥰,rw09123,klo demo d bandara mungkin lbh cepat di tanggapi td liat pd komen gt
Qdoenx,qdoenx6,benarkah kalian akan berperang melawan rakyat
Diyaa .,spiderdiyy07,@𝟔𝟔𝟔• Yusqt.
Sophie Lim,sofialim82,mana president Indonesia lihatlah para rakyat mu yg memperjuangkan hak mereka ... mereka ingin didengar Bukan menghantar nyawa mereka ... mereka ditindas dinegara sendiri dimana mereka selalu bangga menjadi rakyat Indonesia salam dari Malaysia semoga Terus berjuang Dan Jaga diri ...
Alita Novianda,soga_hcf,astaghfirullah sampai mental 😭
Dayatullah20,dayatbae20,Pemilu coblos smuaa
terasi,terasi.com,kalau ada pemilihan bersogok ambil aja duitnya lalu coblos semua.
Yeniriawati,yeniriawati,Puguh dpr nya pada nyumput ya
🥬 Mbak Sayur 🌶,alfaalifah0,ya allah 😭😭
Erdina,erdina57,"ya allah smpe separah ini,,semoga cept selesai biar gk banyk korban lgi"
mandadian 99,mandadian99,"Prabowo ngumpet,. keluarlah,.joget²nya mana😡"
Henrican Purba Purba,henrican.purba.pu,yang tidak sensitif dgn keadaan rakyat sekarang beginilah...
Rahman moell♉,rahmanmoell,masih belum kapok pdhl berita sudah mendunia bahkan dari PBB pun sudh tau
MIKHAILA CELSEA AZAHRA,sandrina945,Apa yg kalian cari?
purple5.0,purple5.0,itu gas air mata?
meikang7,meikang7,Terima kasih sudah mewakilkan kami para pendemo stay safe 😭
Restusafitri123,rifqi.aziz.syaput,"🥺🥺sakit bngt liat nya, di jajah SM Negera sendri 🥺"
strawberryjam,greentea3320,itu air sma gas air mata belinya dr uang kita bro..
kay,kaytod3,"guys, tdi gw liat salah satu komen yg sangat masuk akal. Dimana kita jangan lagi demo di depan gedung DPR MPR, melainkan demo di Bandara Internasional, atau pusat2 ekonomi internasional.
Yang mana jika ada demo di tmpt tersebut, logistik dan perjalanan internasional otomatis akan terganggu, alhasil banyak pihak luar yang mendorong untuk pemerintah kita bekerja cepat untuk mendamaikan demo dan menyetujui perihal2 yg di bawa di demo tsb. Mungkin ini menjadi inovasi baru untuk memaksa pemerintah segera lakukan apa yang masyarakat tuntut😌"
🥰🥰,rw09123,klo demo d bandara mungkin lbh cepat di tanggapi td liat pd komen gt
Qdoenx,qdoenx6,benarkah kalian akan berperang melawan rakyat
Diyaa .,spiderdiyy07,@𝟔𝟔𝟔• Yusqt.
Sophie Lim,sofialim82,mana president Indonesia lihatlah para rakyat mu yg memperjuangkan hak mereka ... mereka ingin didengar Bukan menghantar nyawa mereka ... mereka ditindas dinegara sendiri dimana mereka selalu bangga menjadi rakyat Indonesia salam dari Malaysia semoga Terus berjuang Dan Jaga diri ...
Alita Novianda,soga_hcf,astaghfirullah sampai mental 😭
Dayatullah20,dayatbae20,Pemilu coblos smuaa
terasi,terasi.com,kalau ada pemilihan bersogok ambil aja duitnya lalu coblos semua.
Yeniriawati,yeniriawati,Puguh dpr nya pada nyumput ya
🥬 Mbak Sayur 🌶,alfaalifah0,ya allah 😭😭
Erdina,erdina57,"ya allah smpe separah ini,,semoga cept selesai biar gk banyk korban lgi"
mandadian 99,mandadian99,"Prabowo ngumpet,. keluarlah,.joget²nya mana😡"
Manda Lee,amandaavilia2,"gk guna wahai pemuda. berdemo lah di tempat2 publik yang harus berjalan demi ekonomi negara, contohnya bandara tutup total coba,"
eclesia2603,eclesia2603,"Pada akhirnya rakyat dan aparatlah yg di adu domba sama pemerintah ini fakta yg tak terbantahkan, so sad but true😩😩"
ahauw.yyyyyy,ahaww.yy,smoga bs kaya 98
eti,etieti973,"lbh baik polisi itu ikutin aja ke mauan yg demo, utk apa pake gas air mata segala mancing pedemo emosi, DPR nya lagi enak2 tidur"
irma27,irma27370,ya Allah 😭😭😭😭 tolong selamat kn diri kalian please 😭😭😭😭
no name,aini.ainun55,DPR tak ada gunanya
erpan 752,erpan1720,sesalah salah seseorg pasti ada tetap membela nya ya ini buktinya membela yg salah
mohddaniell___,mohddaniell___,Beli aset bukan untuk melawan orang luar tapi rakyat sendiri 😂
Fitriyanti,fitriyanti.n,tragedi 98 terulang lagi 🥺
Sumanto Saputro,sumantosaputro,demo itu jngn di gedung DPR mending demo di bandara duduki 2 hari saja pasti didengar suara kita
Amyfara,amyfara02,ttp jaga keselamatan para pendemo
@intandermawanstore,061216_intanderpatut____,"manfaat y demo apa sih?
heran saya padahal sericuh apapun demonya pemerintahan akn ttp brjalan cuyy"
kitten 🍓🍑,aderiadelia632,sedih sekali lihat negara ini kita bukan d jajah sama bangsa lain tetapi kita rakyat kecil di tindas sama pemerintah sendiri
Ibu'e Rumii❤,ibue.rumii,tunggu allah yang turun tangan langsung
yayahh,yayahh638,demo berenti aja bayar pajak
girl12,girl121101,nanti pas pemilu nyari2 rakyatt😡
ifx.xx,ifx.91,"stop uang pensiun dan tunjangan DPR, MPR kerja hanya 5 tahun. gaji DPR MPR harus sesuai UMR dan tanpa tunjangan Stop Dana Aspirasi DPR. ATAU BUBARKAN DPR RI
#Revolusi Indonesia"
Guru Gurauan,cak_sul73,coba TNI bela rakyat..
®i@ndi1101,riandi.1101,PKI GAYA BARU
Salwa Sarah,salwahanapi,semoga yg baik2 saja buat jiran indonesia
Manda Lee,amandaavilia2,"gk guna wahai pemuda. berdemo lah di tempat2 publik yang harus berjalan demi ekonomi negara, contohnya bandara tutup total coba,"
eclesia2603,eclesia2603,"Pada akhirnya rakyat dan aparatlah yg di adu domba sama pemerintah ini fakta yg tak terbantahkan, so sad but true😩😩"
ahauw.yyyyyy,ahaww.yy,smoga bs kaya 98
